"","mean","detected","use","feature_symbol","sc3_gene_filter","sc3_4_markers_clusts","sc3_4_markers_padj","sc3_4_markers_auroc","sc3_5_markers_clusts","sc3_5_markers_padj","sc3_5_markers_auroc","sc3_6_markers_clusts","sc3_6_markers_padj","sc3_6_markers_auroc","sc3_7_markers_clusts","sc3_7_markers_padj","sc3_7_markers_auroc","sc3_4_de_padj","sc3_5_de_padj","sc3_6_de_padj","sc3_7_de_padj"
"Tb927.10.550",2.9796875,5.9375,TRUE,"Tb927.10.550",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5500",14.2921875,8.90625,TRUE,"Tb927.10.5500",TRUE,1,0.0900064038594716,0.565027082418387,5,1,0.553877831159918,4,1,0.561013477801269,5,1,0.561013477801269,0.152662047315917,0.272449106554153,0.0172760759793258,0.0764571854834941
"Tb927.10.5510",0.65625,2.65625,TRUE,"Tb927.10.5510",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5520",9.103125,6.875,TRUE,"Tb927.10.5520",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5530",10.2796875,6.71875,TRUE,"Tb927.10.5530",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5540",5.2078125,3.75,TRUE,"Tb927.10.5540",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5550",19.7578125,11.71875,TRUE,"Tb927.10.5550",TRUE,1,4.25550293726099e-09,0.632616015224711,1,0.00127978959144652,0.615970350404313,6,0.000280740245968878,0.614971360853249,6,0.00439601419156823,0.614456654456654,1.34989616432943e-07,7.56257126796524e-05,2.66425331232476e-05,3.05528201232942e-05
"Tb927.10.5560",6.9140625,8.28125,TRUE,"Tb927.10.5560",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5570",5.25625,5.78125,TRUE,"Tb927.10.5570",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5580",3.0171875,4.0625,TRUE,"Tb927.10.5580",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5590",18.0765625,7.96875,TRUE,"Tb927.10.5590",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.560",110.696875,45.46875,TRUE,"Tb927.10.560",TRUE,1,1.42090813916977e-11,0.72791684965598,1,7.87648382255e-07,0.727088948787062,6,7.89761604080393e-09,0.736124827177563,6,7.12041913441457e-08,0.75057387057387,8.09478850607681e-16,1.30099719777232e-17,1.65020512079935e-18,1.39125274618175e-19
"Tb927.10.5600",14.2265625,7.1875,TRUE,"Tb927.10.5600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5610",117.1234375,56.40625,TRUE,"Tb927.10.5610",TRUE,1,4.50565921134115e-13,0.748792270531401,1,3.49591013064566e-07,0.739779874213837,6,1.93237668824792e-09,0.751313450523405,6,8.51050483078273e-09,0.771428571428571,2.0518468380372e-16,2.78962066132331e-20,2.26951486115925e-18,1.23631245544727e-20
"Tb927.10.5620",0.021875,1.875,TRUE,"Tb927.10.5620",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5630",1.8359375,5.3125,TRUE,"Tb927.10.5630",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5640",15.6609375,13.125,TRUE,"Tb927.10.5640",TRUE,1,1,0.554472258820085,1,1,0.547304582210243,6,1,0.551135690302192,6,1,0.55042735042735,1,1,1,1
"Tb927.10.5650",4.121875,2.34375,TRUE,"Tb927.10.5650",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5660",1.725,4.53125,TRUE,"Tb927.10.5660",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5670",23.1453125,12.8125,TRUE,"Tb927.10.5670",TRUE,2,1,0.544786425964289,5,0.0207405751931673,0.612466462843951,4,0.00488910606702787,0.623843816067653,5,0.00500806947874784,0.623843816067653,1,0.287992633376225,0.130238280366795,0.311603684996775
"Tb927.10.5680",2.7046875,1.875,TRUE,"Tb927.10.5680",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5690",2.925,2.03125,TRUE,"Tb927.10.5690",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.570",16.003125,10.625,TRUE,"Tb927.10.570",TRUE,2,1,0.533326756765644,5,1,0.564859299931366,4,1,0.558932346723044,5,1,0.558932346723044,1,1,1,1
"Tb927.10.5700",1.5765625,5.3125,TRUE,"Tb927.10.5700",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5710",3.1203125,5.9375,TRUE,"Tb927.10.5710",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5720",0.453125,1.09375,TRUE,"Tb927.10.5720",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5730",6.1890625,7.96875,TRUE,"Tb927.10.5730",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5740",5.05625,7.8125,TRUE,"Tb927.10.5740",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5750",6.375,5.9375,TRUE,"Tb927.10.5750",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5760",1.5875,7.1875,TRUE,"Tb927.10.5760",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5770",23.9578125,22.1875,TRUE,"Tb927.10.5770",TRUE,1,0.000648747552737825,0.613965744400527,1,0.0106953913111689,0.625471698113208,6,8.22088135666293e-06,0.653209559549674,6,0.00218939019134315,0.64039072039072,0.00028317387600441,2.86766288059827e-05,1.11954055178165e-07,7.33561326006403e-06
"Tb927.10.5780",6.4671875,5,TRUE,"Tb927.10.5780",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5790",18.9703125,9.84375,TRUE,"Tb927.10.5790",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.580",6.8765625,5.3125,TRUE,"Tb927.10.580",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5800",7.203125,7.65625,TRUE,"Tb927.10.5800",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5810",34.6875,27.34375,TRUE,"Tb927.10.5810",TRUE,2,1,0.577126697576535,5,2.4672874596577e-06,0.717289573844138,4,1.12852565685592e-05,0.714059196617336,5,1.14842815890724e-05,0.714059196617336,0.85244569293299,2.76706323676492e-05,1.5887871788628e-05,0.000276136898075026
"Tb927.10.5820",23.35625,11.875,TRUE,"Tb927.10.5820",TRUE,1,1,0.547094129702825,1,1,0.547574123989218,6,1,0.566067548884061,6,1,0.54984126984127,1,1,1,1
"Tb927.10.5830",23.4890625,9.84375,TRUE,"Tb927.10.5830",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5840",0.559375,0.9375,TRUE,"Tb927.10.5840",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5850",20.3328125,13.59375,TRUE,"Tb927.10.5850",TRUE,2,1,0.536763013383315,5,0.574086872231605,0.591720222125164,4,0.88711069378808,0.589752906976744,5,0.900998923827815,0.589752906976744,1,1,1,1
"Tb927.10.5860",4.9015625,7.34375,TRUE,"Tb927.10.5860",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5870",5.95625,6.09375,TRUE,"Tb927.10.5870",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5880",2.9140625,4.375,TRUE,"Tb927.10.5880",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5890",12.0078125,6.5625,TRUE,"Tb927.10.5890",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.590",0.821875,3.28125,TRUE,"Tb927.10.590",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5900",33.6390625,14.84375,TRUE,"Tb927.10.5900",TRUE,1,0.00582209008734899,0.585273020055629,1,0.000170170546249012,0.622192273135669,6,1.78468247050821e-05,0.622990321943512,6,6.02356575319511e-06,0.641221001221001,0.0054138198390931,8.22075688239872e-07,3.7948337526004e-06,4.21642443707672e-06
"Tb927.10.5910",10.3125,7.96875,TRUE,"Tb927.10.5910",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5920",36.6140625,12.8125,TRUE,"Tb927.10.5920",TRUE,1,0.19264658061973,0.563153271848924,1,0.0243437489287478,0.58921832884097,6,0.0324424070007185,0.581967213114754,6,0.0956966789362712,0.585470085470085,0.0511356152019027,0.0017907031112074,0.0345942398155892,0.0902898926988694
"Tb927.10.5930",3.4953125,14.0625,TRUE,"Tb927.10.5930",TRUE,1,0.433705277813432,0.567793880837359,5,1,0.569601297809946,4,1,0.565406976744186,5,1,0.565406976744186,0.0743602709073549,0.0617512665147389,0.0092146974710995,0.0531499860013141
"Tb927.10.5940",6.6421875,16.25,TRUE,"Tb927.10.5940",TRUE,1,0.020018857658233,0.586268481920656,2,1,0.570229477899276,5,1,0.582309582309582,7,0.592532367842413,0.586413725763705,0.0703790722828318,0.012298266504487,0.00217465266216477,0.00839033418657642
"Tb927.10.5950",1.4109375,13.90625,TRUE,"Tb927.10.5950",TRUE,1,0.015768221430232,0.58498023715415,2,0.697694422441915,0.57596642538118,5,1,0.580616980616981,7,0.0104652987479277,0.609568977542196,0.123721995198599,0.357800278997223,0.0186671946198534,0.0390967791170361
"Tb927.10.5970",0.0953125,1.40625,TRUE,"Tb927.10.5970",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.5980",0.3625,2.5,TRUE,"Tb927.10.5980",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.60",0.04375,0.625,TRUE,"Tb927.10.60",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.600",18.5046875,10.15625,TRUE,"Tb927.10.600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6000",0.0140625,0.46875,TRUE,"Tb927.10.6000",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6010",0.0046875,0.3125,TRUE,"Tb927.10.6010",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6020",1.6140625,6.09375,TRUE,"Tb927.10.6020",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6030",0.1078125,1.71875,TRUE,"Tb927.10.6030",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6040",0.0046875,0.46875,TRUE,"Tb927.10.6040",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6050",0.43125,4.21875,TRUE,"Tb927.10.6050",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6060",0.6140625,9.53125,TRUE,"Tb927.10.6060",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6070",4.559375,29.84375,TRUE,"Tb927.10.6070",TRUE,2,0.0116201339718789,0.623294202755582,5,4.13297524858227e-15,0.832719785362201,4,4.78435588750739e-16,0.851678118393235,5,4.82515272065667e-16,0.851678118393235,1.27318096837471e-13,2.12686903154921e-26,3.91378956142812e-26,2.71940212416774e-27
"Tb927.10.6080",0.0109375,0.78125,TRUE,"Tb927.10.6080",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6090",1.5734375,5.625,TRUE,"Tb927.10.6090",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.610",29.421875,15.15625,TRUE,"Tb927.10.610",TRUE,1,1,0.562435953740302,1,1,0.566666666666667,6,1,0.573928500888801,6,1,0.571233211233211,1,1,1,1
"Tb927.10.6110",1.0421875,3.4375,TRUE,"Tb927.10.6110",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6120",0.0140625,0.78125,TRUE,"Tb927.10.6120",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6130",0.6359375,3.28125,TRUE,"Tb927.10.6130",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6150",1.4640625,2.1875,TRUE,"Tb927.10.6150",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6160",16.3421875,6.5625,TRUE,"Tb927.10.6160",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6170",25.21875,12.8125,TRUE,"Tb927.10.6170",TRUE,1,1,0.538823012736056,1,1,0.542632524707996,6,1,0.547382974521035,6,1,0.544224664224664,1,1,1,1
"Tb927.10.6180",6.74375,5.3125,TRUE,"Tb927.10.6180",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6190",10.9390625,10.15625,TRUE,"Tb927.10.6190",TRUE,1,0.299643150421018,0.560503586590543,1,1,0.558041329739443,6,0.250834890253604,0.570965830535256,6,1,0.551257631257631,1,1,0.850468346370603,1
"Tb927.10.620",4.90625,5.9375,TRUE,"Tb927.10.620",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6200",7.334375,13.125,TRUE,"Tb927.10.6200",TRUE,2,0.000197508243413791,0.60767485449344,5,2.18962058811981e-13,0.732233106632558,4,4.77342879534027e-15,0.751651691331924,5,4.81066302931328e-15,0.751651691331924,3.56318246105369e-05,2.26917598823607e-13,3.61910204937417e-14,1.16642086926749e-13
"Tb927.10.6210",9.296875,6.5625,TRUE,"Tb927.10.6210",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6220",25.425,11.5625,TRUE,"Tb927.10.6220",TRUE,1,1,0.513365539452496,5,0.612560200170777,0.584482435889436,4,0.222278740405747,0.593617864693446,5,0.226235534288248,0.593617864693446,1,1,1,1
"Tb927.10.6230",9.1265625,5.15625,TRUE,"Tb927.10.6230",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6240",7.0703125,8.59375,TRUE,"Tb927.10.6240",TRUE,1,0.00938117353667387,0.573678817157078,2,0.616135216515419,0.564896811951332,5,1,0.570597870597871,3,1,0.60122230710466,0.039376325720569,0.12073639140882,0.206131509279614,0.0902898926988694
"Tb927.10.6250",2.2078125,4.21875,TRUE,"Tb927.10.6250",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6260",1.215625,5.9375,TRUE,"Tb927.10.6260",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6270",0.00625,0.3125,TRUE,"Tb927.10.6270",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6280",0.0640625,1.25,TRUE,"Tb927.10.6280",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6290",0.0578125,2.03125,TRUE,"Tb927.10.6290",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.630",1.2765625,2.96875,TRUE,"Tb927.10.630",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6300",0.1125,2.03125,TRUE,"Tb927.10.6300",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6310",0.3640625,3.75,TRUE,"Tb927.10.6310",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6320",0.359375,1.71875,TRUE,"Tb927.10.6320",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6330",0.1421875,1.71875,TRUE,"Tb927.10.6330",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6340",0.04375,0.78125,TRUE,"Tb927.10.6340",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6350",0.153125,1.5625,TRUE,"Tb927.10.6350",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6360",4.915625,5.46875,TRUE,"Tb927.10.6360",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6370",110.9421875,53.90625,TRUE,"Tb927.10.6370",TRUE,1,3.88764199343695e-15,0.764792856097204,1,1.05275682043484e-09,0.770507637017071,6,4.53236411202653e-10,0.75751530713016,6,1.04173990045337e-10,0.794041514041514,1.86975037997179e-14,1.46016431829721e-16,6.94594772880333e-19,1.83799674228381e-20
"Tb927.10.6380",12.4484375,7.34375,TRUE,"Tb927.10.6380",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6390",7.3046875,9.375,TRUE,"Tb927.10.6390",TRUE,1,1,0.528839115795638,5,1,0.545891308417046,4,1,0.540103065539112,5,1,0.540103065539112,1,1,1,1
"Tb927.10.640",7.678125,6.875,TRUE,"Tb927.10.640",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6400",9.9859375,27.1875,TRUE,"Tb927.10.6400",TRUE,1,3.23280364155573e-07,0.656887717757283,5,0.120248097221559,0.640949647469895,4,0.279369067000917,0.63563689217759,5,0.284394512196355,0.63563689217759,4.66852247024349e-09,2.12673768195528e-11,1.10521604814047e-10,3.6614155783329e-12
"Tb927.10.6410",14.39375,8.125,TRUE,"Tb927.10.6410",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6420",0.0921875,2.03125,TRUE,"Tb927.10.6420",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6430",0.628125,2.03125,TRUE,"Tb927.10.6430",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6440",10.1546875,9.53125,TRUE,"Tb927.10.6440",TRUE,1,0.0214545797765926,0.571424388815693,2,0.0221320526356851,0.58212690589866,5,1,0.567567567567568,7,0.00334507524246125,0.598688798995676,0.24522168408879,0.0447814991417069,0.133776866375002,0.0418975713545702
"Tb927.10.6450",6.9671875,7.8125,TRUE,"Tb927.10.6450",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6460",11.51875,7.5,TRUE,"Tb927.10.6460",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6470",1.8828125,3.90625,TRUE,"Tb927.10.6470",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6480",6.85,7.65625,TRUE,"Tb927.10.6480",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6490",22.0984375,14.84375,TRUE,"Tb927.10.6490",TRUE,1,1,0.551222368613673,5,1,0.557933487240282,4,1,0.556091437632135,5,1,0.556091437632135,1,1,0.747498276223945,1
"Tb927.10.650",6.559375,4.84375,TRUE,"Tb927.10.650",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6500",4.75625,5.3125,TRUE,"Tb927.10.6500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6510",41.6046875,42.96875,TRUE,"Tb927.10.6510",TRUE,1,5.11061824999595e-12,0.723612941004245,1,3.21414447463417e-05,0.697708894878706,6,2.61681267212835e-10,0.743235236026072,6,1.22847877721747e-07,0.738852258852259,1.43309577372024e-15,9.4697964465993e-19,1.37834446619751e-16,4.80215498917336e-18
"Tb927.10.6520",4.0625,2.96875,TRUE,"Tb927.10.6520",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6530",16.3578125,6.875,TRUE,"Tb927.10.6530",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6540",1.7484375,4.375,TRUE,"Tb927.10.6540",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6550",0.3328125,2.1875,TRUE,"Tb927.10.6550",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6560",7.7515625,4.375,TRUE,"Tb927.10.6560",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6570",0.025,1.5625,TRUE,"Tb927.10.6570",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6580",10.84375,10.625,TRUE,"Tb927.10.6580",TRUE,2,1,0.518545920883891,5,1,0.53859112747239,4,1,0.533760570824524,5,1,0.533760570824524,1,1,1,1
"Tb927.10.6590",2.09375,3.125,TRUE,"Tb927.10.6590",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.660",2.45625,8.28125,TRUE,"Tb927.10.660",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6600",13.3515625,6.875,TRUE,"Tb927.10.6600",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6610",28.2890625,17.96875,TRUE,"Tb927.10.6610",TRUE,1,1,0.563475333040551,2,1,0.554346989065147,5,1,0.559186459186459,7,1,0.577067931371182,1,1,1,1
"Tb927.10.6620",3.534375,2.96875,TRUE,"Tb927.10.6620",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6630",45.1765625,18.4375,TRUE,"Tb927.10.6630",TRUE,1,0.573088106238173,0.568086663738838,5,0.000509221852199861,0.646908342172584,4,0.00682703380128365,0.635042283298097,5,0.00699636736804265,0.635042283298097,0.00268022907080515,5.47838592070006e-08,3.00315219179631e-06,1.89207510396247e-06
"Tb927.10.6640",22.2203125,13.4375,TRUE,"Tb927.10.6640",TRUE,1,1.60453985030647e-12,0.660840286927243,1,7.28844073429089e-08,0.663836477987421,6,1.18429695664353e-14,0.700355520442425,6,1.03803698301258e-08,0.678095238095238,8.1966738137254e-11,1.32634619707078e-08,7.78535905037597e-13,5.18656009832098e-10
"Tb927.10.6650",8.0703125,7.8125,TRUE,"Tb927.10.6650",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6670",0.4984375,3.4375,TRUE,"Tb927.10.6670",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6680",14.809375,10.78125,TRUE,"Tb927.10.6680",TRUE,1,0.00324571924613114,0.578275508710291,1,0.00614179456774003,0.594564240790656,6,0.000933492833342536,0.595891763776417,6,0.00367284727614088,0.600732600732601,0.0066618272736621,0.0130284215108102,0.00495844928518279,0.0185081728879039
"Tb927.10.6690",12.6125,6.09375,TRUE,"Tb927.10.6690",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.670",1.2359375,6.40625,TRUE,"Tb927.10.670",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6700",2.5515625,4.0625,TRUE,"Tb927.10.6700",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6710",8.7671875,8.28125,TRUE,"Tb927.10.6710",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6720",0.184375,6.25,TRUE,"Tb927.10.6720",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tb927.10.6730",18.7296875,18.4375,TRUE,"Tb927.10.6730",TRUE,2,1,0.558531452434974,5,0.282423091510319,0.615648592999314,4,1,0.604948467230444,5,1,0.604948467230444,0.041531947520707,0.0220117993369589,0.0323916595418482,0.0969330206835114
"Tb927.10.6740",2.3671875,5.625,TRUE,"Tb927.10.6740",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
